순위,기업명,종목코드,2024년 매출(억원),섹터(추정),채용규모(추정),채용형태(추정),IT/전산직 채용 및 주요 직무,비고 및 특이사항,직원수(공시),"평균연봉(대표,만원)",평균연봉_출처
789,바텍,043150,3852,기타,,수시,"의료기기 제조 IT, ERP 운영, 전산 보안",채용 규모/특징: 수시 채용. 동탄 기반 의료 솔루션 전산 및 네트워크 관리,297,5154,dart
790,디와이파워,210540,3846,제조·모빌리티,극소수,,"유압기기 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 창원 기반 제조업 전산 유지보수 업무,379,7716,dart
791,이지바이오,353810,3843,바이오·헬스,극소수,,"축산/사료 IT 전략, 그룹 전산 거버넌스",채용 규모/특징: 극소수. 지주사 성격. 계열사 전산 정책 수립 및 지원,134,6405,dart
792,동아화성,041930,3832,제조·모빌리티,극소수,,"자동차 부품 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 제조업 기반의 보수적인 전산 관리 업무,299,5010,dart
793,체리부로,066360,3829,제조·모빌리티,극소수,,"식품 유통 전산, 일반 전산 유지보수",채용 규모/특징: 극소수. 진천 기반 육계 생산 전산 인프라 지원,290,5122,dart
794,파인엠텍,441270,3822,제조·모빌리티,소규모,수시,"전자부품 제조 IT, 전산 보안, 인프라",채용 규모/특징: 소수 수시 채용. 폴더블 부품 제조 기반 전산 시스템 관리,119,6638,dart
795,제이티비씨,,3801,기타,중간,혼합,"방송 전산 시스템 운영, 보안, 인프라",채용 규모/특징: 수시/정기 공채. 미디어 특화 전산망 및 방송 인프라 관리,,9000,research
796,원일특강,012620,3793,유통·물류,극소수,,"특수강 유통 IT, 일반 전산 지원",채용 규모/특징: 극소수. 시흥 기반 유통 제조업 전산 유지보수,148,5839,dart
797,캠시스,050110,3782,제조·모빌리티,소규모,,"카메라 모듈 제조 IT, 일반 전산 지원",채용 규모/특징: 소수. 인천 기반 제조업의 전형적인 전산 직무,136,5688,dart
798,구영테크,053270,3774,제조·모빌리티,극소수,,"자동차 부품 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 대구 기반 제조업의 소규모 전산 조직,375,5876,dart
799,신세계센트럴,,3754,기타,소규모,,"복합 시설 전산 인프라, 보안, 운영",채용 규모/특징: 소수. 터미널/신세계강남점 시설 전산 지원 핵심,,7500,research
800,와이솔,122990,3750,제조·모빌리티,소규모,,"반도체 부품 제조 IT, 일반 전산 지원",채용 규모/특징: 소수. 오산 기반 제조업 전산 인프라 유지관리,511,7051,dart
801,유니크,011320,3748,제조·모빌리티,극소수,,"자동차 부품 제조 IT, ERP 유지보수",채용 규모/특징: 극소수. 김해 기반 제조업의 안정적인 전산 관리,616,6628,dart
802,경인양행,012610,3742,제조·모빌리티,소규모,수시,"화학 제조 IT, 전산 인프라 보안",채용 규모/특징: 소수 수시 채용. 인천/시흥 기반 제조업의 전형적인 전산직,484,6919,dart
803,두산테스나,131970,3731,기타,,수시,"반도체 테스트 IT, MES 운영, 보안",채용 규모/특징: 수시 채용. 두산 계열 편입 후 IT 인프라 고도화 중,748,6975,dart
804,휴젤,145020,3730,바이오·헬스,,수시,"바이오 제조 IT, 글로벌 전산 보안",채용 규모/특징: 수시 채용. 춘천/서울 기반 바이오 인프라 및 전산 관리,609,6478,dart
805,DH오토웨어,025440,3719,제조·모빌리티,소규모,,"자동차 전장 IT, 전산 시스템 운영","채용 규모/특징: 소수. 구 대성엘텍, 제조업 기반 전산 유지보수",306,4554,dart
806,세종텔레콤,036630,3714,기타,,수시,"통신 인프라 운영, 전산 보안, 네트워크",채용 규모/특징: 수시 채용. 알뜰폰 및 통신 회선 기반 전산 관리 실무,194,6420,dart
807,한국투자캐피탈,,3712,금융,소규모,수시,"금융 전산 시스템 운영, 보안, 인프라","채용 규모/특징: 소수 수시 채용. 한투 계열, 고연봉 및 안정적 금융 전산",,12000,research
808,계양전기,012200,3691,제조·모빌리티,극소수,,"전동공구 제조 IT, ERP 유지보수",채용 규모/특징: 극소수. 안산 기반 제조업의 보수적인 전산 관리,700,7638,dart
809,HC홈센타,060560,3690,기타,극소수,,"건자재 유통 전산, 일반 전산 지원",채용 규모/특징: 극소수. 대구 기반 소규모 전산 조직 운영,44,3936,dart
810,폰드그룹,472850,3687,유통·물류,소규모,,"(구 코웰패션) 유통 전산, 이커머스 보안",채용 규모/특징: 소수. 패션 유통 기반의 전산 및 물류 지원,499,4714,dart
811,네오위즈홀딩스,042420,3681,IT·플랫폼,소규모,,그룹 IT 전략 및 전산 보안 거버넌스,채용 규모/특징: 소수 (지주사). 실제 IT 실무는 네오위즈(본체)에서 주도,8,6012,dart
812,한전산업,130660,3675,기타,중간,정기,"발전 설비 전산 운영, 보안, 인프라","채용 규모/특징: 정기 공채. 공공기관 성격, 매우 안정적인 전산 유지보수",3471,6226,dart
813,제이씨케미칼,137950,3673,제조·모빌리티,극소수,,"바이오 에너지 IT, 일반 전산 지원",채용 규모/특징: 극소수. 울산 기반 제조업의 전형적인 전산 직무,93,10103,dart
814,네오위즈,095660,3668,IT·플랫폼,,수시,"게임 인프라 운영, 전산 보안, 플랫폼","채용 규모/특징: 수시 채용 활발. 판교 기반 테크 기업, 전산직 대우 우수",968,8580,dart
815,엔켐,348370,3657,기타,,수시,"배터리 소재 IT, 스마트 팩토리, 보안",채용 규모/특징: 수시 채용 활발. 급성장 중인 기업으로 전산 인력 대폭 확충,408,6335,dart
816,와이지엔터테인먼트,122870,3649,기타,,수시,"엔터 플랫폼 IT, 전산 보안, 인프라",채용 규모/특징: 수시 채용. 아티스트 관리 및 팬덤 데이터 전산 지원,496,6279,dart
817,BGF에코머티리얼즈,126600,3643,제조·모빌리티,소규모,,"소재 제조 IT, ERP 유지보수, 보안","채용 규모/특징: 소수. BGF 계열, 안정적인 제조업 전산 인프라",162,5681,dart
818,대신에프앤아이,,3625,금융,소규모,,"부실채권 관리 전산, 금융 보안","채용 규모/특징: 소수. 대신증권 계열, 소수 정예 고연봉 전산직",,13000,research
819,인성정보,033230,3596,기타,,수시,"IT 인프라 구축, 전산 유지보수(ITO)","채용 규모/특징: 수시 채용 활발. IT 전문 기업, 실무형 전산/네트워크 인력 선호",258,5929,dart
820,레드캡투어,038390,3589,기타,,수시,"여행/렌터카 전산 시스템 운영, 보안","채용 규모/특징: 수시 채용. 범LG가 계열, 안정적인 전산 운영 환경",356,6443,dart
821,알에프텍,061040,3583,제조·모빌리티,극소수,,"전자부품 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 용인 기반 제조업의 소규모 전산 조직,265,4758,dart
822,코아시아,045970,3578,기타,소규모,,"반도체 디자인 IT 인프라, 전산 보안",채용 규모/특징: 소수. 팹리스 연계 전산 및 인프라 관리 업무,110,6593,dart
823,위지트,036090,3578,제조·모빌리티,극소수,,"디스플레이 부품 IT, 일반 전산 지원",채용 규모/특징: 극소수. 인천 기반 제조업의 보수적인 전산 관리,164,5599,dart
824,에코마케팅,230360,3572,기타,,수시,"데이터 마케팅 인프라, 전산 보안",채용 규모/특징: 수시 채용. 데이터 기반 전산 운영 및 보안 시스템 관리,361,4179,dart
825,현대에버다임,041440,3551,유통·물류,소규모,,"건설 중장비 IT, ERP 운영, 전산 보안","채용 규모/특징: 소수. 현대백화점 그룹 계열, 안정적 전산직",633,5696,dart
826,우수AMS,066590,3542,제조·모빌리티,극소수,,"자동차 부품 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 창원 기반 제조업의 전형적인 전산 직무,395,5442,dart
827,엠지캐피탈,,3537,금융,소규모,,(구 새마을금고 계열) 금융 전산 운영,채용 규모/특징: 소수. 금융 여신 시스템 및 네트워크 보안 관리,,9000,research
828,멀티캠퍼스,067280,3527,기타,,수시,"교육 플랫폼 운영, IT 인프라, 보안","채용 규모/특징: 수시 채용 활발. 삼성 계열 IT 교육 전문 기업, 전산 인프라 핵심",917,8291,dart
829,세진중공업,075580,3524,제조·모빌리티,소규모,,"조선 기자재 제조 IT, 전산 보안, ERP",채용 규모/특징: 소수. 울산 기반 대형 제조업의 안정적 전산직,319,5530,dart
830,클리오,237880,3514,유통·물류,,수시,"화장품 유통 IT, 이커머스 전산, 보안",채용 규모/특징: 수시 채용. 성수동 본사 기반 유통 전산 및 인프라 관리,367,5211,dart
831,위닉스,044340,3512,제조·모빌리티,소규모,,"가전 제조 IT, ERP 유지보수, 전산 보안",채용 규모/특징: 소수. 시흥 기반 제조업의 전산 인프라 운영,339,5962,dart
832,파마리서치,214450,3501,바이오·헬스,,수시,"재생 의학 IT, 제약 전산 시스템, 보안",채용 규모/특징: 수시 채용. 판교/강릉 기반 성장하는 제약 전산 조직,436,6807,dart
833,부방,014470,3482,기타,극소수,,그룹 IT 전략 및 유통 전산 거버넌스,채용 규모/특징: 극소수. 쿠첸 등 계열사 전산 정책 수립 및 지원,32,7200,dart
834,티에스이,131290,3481,기타,소규모,,"반도체 장비 IT, 일반 전산 지원, 보안",채용 규모/특징: 소수. 천안 기반 중견 장비사 전산 인프라 관리,736,4946,dart
835,포스코엠텍,009520,3466,기타,,수시,"제조 공정 IT, 전산 보안, 인프라 운영","채용 규모/특징: 수시 채용. 포스코 계열, 포항 기반 매우 안정적인 직무",1021,8206,dart
836,GST,083450,3462,제조·모빌리티,소규모,,"반도체 장비 IT, 전산 유지보수, 보안",채용 규모/특징: 소수. 화성 기반 스크러버 제조 전산 지원 업무,718,5999,dart
837,삼원강재,023000,3436,제조·모빌리티,극소수,,"자동차 스프링 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 포항 기반 제조업의 안정적인 전산 관리,275,9251,dart
838,펄어비스,263750,3424,IT·플랫폼,,수시,"게임 엔진/인프라 운영, 전산 보안","채용 규모/특징: 수시 채용 활발. 과천 본사, 기술 중심의 최상급 IT 환경",697,10133,dart
839,현대무벡스,319400,3414,유통·물류,,수시,"물류 자동화 전산, IT 인프라, 보안","채용 규모/특징: 수시 채용. 현대그룹 계열, 스마트 물류 시스템 전산 지원",528,6534,dart
840,KC코트렐,119650,3411,제조·모빌리티,극소수,,"환경 설비 IT, 일반 전산 유지보수, 보안",채용 규모/특징: 극소수. 상암 기반 제조업의 안정적인 전산 실무,155,6262,dart
841,신도리코,029530,3410,기타,중간,혼합,"사무기기 IT 서비스, 전산 인프라 운영",채용 규모/특징: 수시/정기 공채. 솔루션 기반 전산 지원 및 사내 인프라 관리,285,7381,dart
842,삼보산업,009620,3410,제조·모빌리티,극소수,,"알루미늄 제련 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 창원 기반 제조업의 최소 인원 전산 조직,321,6624,dart
843,금화피에스시,036190,3402,제조·모빌리티,소규모,,"발전소 경정비 전산, 일반 전산 보안",채용 규모/특징: 소수. 전형적인 제조업의 안정적 전산 유지보수,1170,7180,dart
844,유신,054930,3396,기타,소규모,수시,"엔지니어링 설계 IT, 전산 보안, 인프라",채용 규모/특징: 소수 수시 채용. 설계 시스템 지원 및 사내 네트워크 관리,1814,6883,dart
845,티케이케미칼,104480,3396,기타,극소수,,"섬유/화학 제조 IT, ERP 유지보수, 보안","채용 규모/특징: 극소수. SM그룹 계열, 구미 기반 안정적 전산직",197,7392,dart
846,SUN&L,002820,3393,제조·모빌리티,극소수,,"(구 선창산업) 제지/목재 전산, 인프라",채용 규모/특징: 극소수. 인천 기반 제조업의 소규모 전산 조직,253,4786,dart
847,NICE인프라,063570,3387,기타,,수시,"IT 인프라 운영, 전산 유지보수(ITO)",채용 규모/특징: 수시 채용. NICE그룹 계열 IT 인프라 전문 실무,452,6358,dart
848,유진테크,084370,3381,제조·모빌리티,소규모,수시,"반도체 장비 IT, 전산 보안, ERP 운영",채용 규모/특징: 소수 수시 채용. 용인 기반 핵심 장비사 제조 전산 지원,316,9248,dart
849,다산네트웍스,039560,3376,기타,소규모,,"네트워크 장비 전산, 일반 전산 보안",채용 규모/특징: 소수. 판교 기반 통신 장비 전산 인프라 관리,150,4893,dart
850,펌텍코리아,251970,3375,제조·모빌리티,극소수,,"화장품 용기 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 인천 기반 제조업의 정통 전산 관리 업무,659,3885,dart
851,동일고무벨트,163560,3370,제조·모빌리티,소규모,수시,"제조 공정 IT, ERP 유지보수, 보안",채용 규모/특징: 소수 수시 채용. 부산 기반 제조업의 안정적인 전산직,554,7059,dart
852,웅진식품,,3361,기타,소규모,수시,"식품 유통 전산, ERP 운영, 인프라 보안",채용 규모/특징: 소수 수시 채용. 정통 식품 기업의 보수적인 전산 환경,,7000,research
853,에스티아이,039440,3340,기타,소규모,,"반도체 설비 IT, 전산 인프라 유지보수",채용 규모/특징: 소수. 안성 기반 중견 장비사 전산 인프라 지원,381,8044,dart
854,산일전기,062040,3340,제조·모빌리티,극소수,,"변압기 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 시흥 기반 제조업의 소규모 전산 조직,304,6388,dart
855,피씨디렉트,051380,3338,유통·물류,극소수,,"IT 부품 유통 전산, 일반 전산 행정",채용 규모/특징: 극소수. 하드웨어 유통 기반의 시스템 관리 업무,89,3843,dart
856,마니커,027740,3328,제조·모빌리티,극소수,,"식품 유통 전산, 일반 전산 유지보수",채용 규모/특징: 극소수. 용인 기반 제조업의 최소 인원 전산 관리,548,4369,dart
857,한성기업,003680,3325,기타,극소수,,"수산/식품 유통 전산, 일반 전산 지원",채용 규모/특징: 극소수. 보수적이지만 매우 안정적인 전산 환경,696,3419,dart
858,SK이터닉스,475150,3322,에너지,소규모,,신재생 에너지 IT 전략 및 인프라 운영,"채용 규모/특징: 소수. SK디앤디에서 분할, 에너지 솔루션 전산",385,10281,dart
859,이수스페셜티케미컬,457190,3321,기타,소규모,수시,"화학/배터리 소재 IT, 전산 보안, ERP","채용 규모/특징: 소수 수시 채용. 이수그룹 계열, 온산 기반 안정적 전산직",251,8906,dart
860,크리스에프앤씨,110790,3313,유통·물류,,수시,"패션 유통 전산, 이커머스 인프라 보안",채용 규모/특징: 수시 채용. 파리게이츠 등 골프웨어 유통 전산 지원,328,6259,dart
861,쏠리드,050890,3311,기타,소규모,,"통신 장비 전산, 일반 전산 보안, 서버",채용 규모/특징: 소수. 판교 기반 통신 하드웨어 전산 인프라 관리,222,7644,dart
862,그린케미칼,083420,3303,제조·모빌리티,극소수,,"화학 제조 IT, 일반 전산 유지보수, 보안",채용 규모/특징: 극소수. 대산 공장 기반의 전형적인 전산 관리 업무,204,8085,dart
863,S&K폴리텍,091340,3301,제조·모빌리티,극소수,,"전자부품 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 평택 기반 제조업의 소규모 전산 조직 운영,69,5018,dart
864,웰크론,065950,3291,기타,극소수,,소재/건설 IT 전략 및 일반 전산 지원,채용 규모/특징: 극소수. 구로 본사 기반 계열사 통합 전산 관리,182,4737,dart
865,한솔홈데코,025750,3273,제조·모빌리티,소규모,,"건자재 제조 IT, ERP 유지보수, 전산 보안",채용 규모/특징: 소수. 익산 공장 및 본사 전산 인프라 지원 업무,333,6165,dart
866,한국쉘석유,002960,3272,기타,소규모,,"윤활유 유통 전산, ERP 운영, 보안","채용 규모/특징: 소수. 로열 더치 쉘 계열, 높은 연봉 및 안정성",117,11723,dart
867,이건산업,008250,3270,제조·모빌리티,소규모,,"목재 제조 IT, 일반 전산 유지보수, 보안",채용 규모/특징: 소수. 인천 기반 제조업의 안정적인 전산 직무,218,6313,dart
868,현대공업,170030,3269,제조·모빌리티,극소수,,"자동차 부품 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 울산 기반 부품사 전산 인프라 유지관리,228,7631,dart
869,에이스침대,003800,3260,기타,소규모,혼합,"가구 제조 IT, ERP 유지보수, 전산 보안",채용 규모/특징: 소수 정기/수시. 성남/여주 기반 매우 안정적인 전산 환경,558,5018,dart
870,경농,002100,3252,제조·모빌리티,소규모,,"농업 제조 IT, ERP 시스템 유지보수, 보안",채용 규모/특징: 소수. 서초동 본사 기반 안정적인 제조업 전산직,369,6178,dart
871,유성기업,002920,3246,제조·모빌리티,극소수,,"자동차 부품 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 아산 기반 제조업의 보수적인 전산 관리,541,7064,dart
872,파워넷,037030,3227,제조·모빌리티,극소수,,"전원공급장치 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 제조업 기반의 최소 인원 전산 조직 운영,124,6652,dart
873,상상인증권,001290,3227,금융,소규모,수시,"증권 전산 운영, 트레이딩 보안, 인프라",채용 규모/특징: 소수 수시 채용. 여의도 기반 금융 IT의 높은 처우와 안정성,241,13993,dart
874,대선조선,031990,3225,제조·모빌리티,소규모,,"조선 제조 IT, 현장 전산 인프라 지원",채용 규모/특징: 소수. 부산 기반 조선소 전산 유지보수 업무,361,6027,dart
875,대창단조,015230,3222,제조·모빌리티,극소수,,"건설기계 부품 IT, 일반 전산 지원",채용 규모/특징: 극소수. 김해 기반 제조업의 매우 안정적인 전산직,88,7522,dart
876,더블유씨피,393890,3221,기타,,수시,"배터리 소재 IT, 스마트 팩토리, 보안","채용 규모/특징: 수시 채용 활발. 충주 기반 급성장 기업, 전산 조직 대폭 확장",1012,5990,dart
877,화신정공,126640,3220,제조·모빌리티,극소수,,"자동차 부품 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 영천 기반 제조업의 소규모 전산 실무,252,7583,dart
878,황금에스티,032560,3211,제조·모빌리티,극소수,,"스테인리스 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 시화/안산 기반 제조업의 안정적 전산직,123,5454,dart
879,이오테크닉스,039030,3209,제조·모빌리티,,수시,"반도체 레이저 장비 IT, 전산 보안, ERP","채용 규모/특징: 수시 채용. 안양 기반 핵심 장비사, 탄탄한 제조 IT 환경",634,6862,dart
880,세경하이테크,148150,3203,제조·모빌리티,소규모,,"전자부품 제조 IT, 일반 전산 지원, 보안",채용 규모/특징: 소수. 수원 기반 제조업의 전형적인 전산팀 업무,237,6443,dart
881,헥토이노베이션,214180,3195,기타,,수시,"플랫폼 인프라 운영, 전산 보안, 서버",채용 규모/특징: 수시 채용 활발. (구 민앤지) 역삼동 기반 테크 기업 처우 우수,190,7623,dart
882,코스맥스엔비티,222040,3180,제조·모빌리티,소규모,수시,"건기식 제조 IT, ERP 유지보수, 보안",채용 규모/특징: 소수 수시 채용. 이천/판교 기반 제조업 전산 인프라 지원,626,4245,dart
883,수산인더스트리,126720,3168,제조·모빌리티,소규모,,"발전소 설비 IT, 일반 전산 유지보수",채용 규모/특징: 소수. 제조업 기반의 안정적인 전산실 업무 수행,1181,6772,dart
884,HD현대마린엔진,071970,3158,제조·모빌리티,소규모,수시,"선박 엔진 제조 IT, ERP 운영, 보안",채용 규모/특징: 소수 수시 채용. (구 STX중공업) 현대 계열 편입 후 IT 고도화,296,9181,dart
885,캐프,198080,3149,제조·모빌리티,극소수,,"자동차 와이퍼 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 상주 기반 제조업의 소규모 전산 조직,16,5325,dart
886,한솔피엔에스,010420,3136,기타,,수시,"그룹 IT 아웃소싱(ITO), 전산 유지보수","채용 규모/특징: 수시 채용. 한솔그룹 IT 서비스 전담사, 전산 전공자 위주",286,6344,dart
887,아이디스,143160,3136,기타,,수시,"보안 영상 시스템 IT 인프라, 전산 보안","채용 규모/특징: 수시 채용 활발. 판교 기반 기술 리더, 전산/인프라 역량 중시",428,6592,dart
888,하이비젼시스템,126700,3120,제조·모빌리티,소규모,,"검사장비 제조 IT, 전산 인프라 보안",채용 규모/특징: 소수. 안양 기반 장비 제조 전산 시스템 관리,410,7810,dart
889,다스코,058730,3120,제조·모빌리티,극소수,,"도로 설비/에너지 IT, 일반 전산 지원",채용 규모/특징: 극소수. 화순 기반 제조업의 소규모 전산 유지보수,232,6730,dart
890,KH바텍,060720,3110,제조·모빌리티,소규모,수시,"전자부품 제조 IT, 일반 전산 지원, 보안",채용 규모/특징: 소수 수시 채용. 구미 기반 폴더블 힌지 제조 전산 인프라 관리,202,5138,dart
891,원익머트리얼즈,104830,3107,기타,소규모,수시,"반도체 가스 IT, 전산 보안, ERP 운영","채용 규모/특징: 소수 수시 채용. 청주 기반 원익 계열, 처우 우수 및 안정적",524,6775,dart
892,티이엠씨,425040,3102,제조·모빌리티,,수시,"반도체 희귀가스 IT, 전산 인프라 보안",채용 규모/특징: 수시 채용. 보은 기반 급성장하는 제조 전산 조직,99,5814,dart
893,달바글로벌,483650,3091,유통·물류,소규모,수시,"(구 비모뉴먼트) 이커머스 인프라, 보안","채용 규모/특징: 소수 수시 채용. 화장품 브랜드 달바 운영사, 유통 전산 관리",137,10053,dart
894,태경비케이,014580,3086,제조·모빌리티,극소수,,"석회 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 단양 공장 중심의 소규모 전산 인프라 유지,278,5778,dart
895,삼진제약,005500,3083,바이오·헬스,,수시,"제약 전산 시스템, ERP 운영, 정보보안","채용 규모/특징: 수시 채용. '게보린' 브랜드, 안정적인 제약 전산 환경",809,8189,dart
896,코텍,052330,3080,제조·모빌리티,소규모,,"카지노 모니터 제조 IT, 일반 전산 지원",채용 규모/특징: 소수. 송도 기반 아이디스 계열 중견 제조 전산,304,7274,dart
897,한화모멘텀,,3079,제조·모빌리티,,수시,"이차전지 설비 IT, 전산 보안, ERP 운영",채용 규모/특징: 수시 채용 활발. 한화그룹 내 신사업 제조 IT 인프라 핵심,,9000,research
898,고려산업,002140,3077,제조·모빌리티,극소수,,"사료 제조 전산, 일반 전산 지원",채용 규모/특징: 극소수. 부산 기반 제조업의 소규모 전산 조직,121,6432,dart
899,월덱스,101160,3068,제조·모빌리티,극소수,,"반도체 부품 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 구미 기반 제조업의 보수적인 전산 관리,370,5952,dart
900,아바코,083930,3055,기타,소규모,,"디스플레이 장비 IT, 일반 전산 지원, 보안",채용 규모/특징: 소수. 대구 기반 중견 장비사 전산 인프라 관리,420,6554,dart
901,한글과컴퓨터,030520,3048,기타,중간,혼합,"SW 개발, 클라우드 운영, 전산 보안","채용 규모/특징: 수시/정기 공채. 국내 대표 SW 기업, 인프라 및 전산직 전문성 높음",395,8949,dart
902,삼익THK,004380,3044,기타,소규모,수시,"제조 공정 IT, ERP 유지보수, 보안","채용 규모/특징: 소수 수시 채용. 대구 기반 자동화 설비 전산, 매우 안정적임",733,6170,dart
903,동우팜투테이블,088910,3031,제조·모빌리티,극소수,,"식품 유통 전산, 일반 전산 지원",채용 규모/특징: 극소수. 전형적인 중견 제조업의 전산 관리 직무,545,4834,dart
904,우원개발,046940,3028,건설·엔지니어링,극소수,,"건설 ERP 운영, 본사 전산 인프라 지원",채용 규모/특징: 극소수. 토목 중심 건설사 전산 유지보수 업무,266,7398,dart
905,카페24,042000,3025,IT·플랫폼,,수시,"이커머스 인프라 운영, 전산 보안, 서버","채용 규모/특징: 수시 채용 활발. 플랫폼 기반 전산망 관리, 컴공 전공자 다수 채용",1035,7209,dart
906,한국수출포장공업,002200,3018,제조·모빌리티,극소수,,"제지 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 제조업 기반의 보수적인 전산 관리 환경,414,5943,dart
907,영화금속,012280,3017,제조·모빌리티,극소수,,"자동차 부품 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 창원 기반 제조업의 소규모 전산 조직,367,7602,dart
908,KT지니뮤직,043610,3016,기타,대규모,수시,"음원 플랫폼 인프라, 전산 보안, 네트워크","채용 규모/특징: 수시 채용. KT 계열, 대규모 트래픽 전산 관리 및 보안 핵심",231,6884,dart
909,다원시스,068240,3015,제조·모빌리티,소규모,,"철도/전력 설비 IT, 전산 보안, ERP",채용 규모/특징: 소수. 특수 전원 장치 기반의 제조 전산 유지보수,605,4765,dart
910,에코프로머티,450080,2998,기타,,수시,"배터리 소재 IT, 스마트 팩토리, 전산 보안","채용 규모/특징: 수시 채용 활발. 포항 기반 급성장 기업, 전산 인프라 대폭 확충",651,14806,dart
911,DSR,155660,2998,제조·모빌리티,극소수,,"와이어 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 보수적이지만 매우 안정적인 제조업 전산직,171,8948,dart
912,노바렉스,194700,2977,제조·모빌리티,소규모,,"건기식 제조 IT, ERP 유지보수, 보안",채용 규모/특징: 소수. 오창 기반 제조업의 전형적인 전산팀 업무,444,5090,dart
913,대호특수강,021040,2964,제조·모빌리티,극소수,,"선재 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 제조업 기반의 소규모 전산 조직 운영,259,7253,dart
914,씨케이솔루션,480370,2958,기타,소규모,,"이차전지 드라이룸 IT, 전산 인프라 지원",채용 규모/특징: 소수. 신규 상장 추진 등 사세 확장에 따른 IT 보강,238,7360,dart
915,삼화콘덴서공업,001820,2954,제조·모빌리티,소규모,,"전자부품 제조 IT, ERP 운영, 전산 보안",채용 규모/특징: 소수. 용인 기반 제조업의 안정적인 전산 직무,641,6015,dart
916,원익피앤이,217820,2947,제조·모빌리티,,수시,"이차전지 장비 IT, 전산 인프라 보안","채용 규모/특징: 수시 채용. 원익 계열, 장비 제조 특화 전산 유지보수",742,5749,dart
917,한국전자홀딩스,006200,2943,기타,극소수,,그룹 IT 전략 및 제조 전산 거버넌스,채용 규모/특징: 극소수. KEC 등 계열사 전산 정책 수립 및 감사,47,5987,dart
918,SNT에너지,100840,2943,에너지,극소수,,"발전 설비 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 창원 기반 제조업의 안정적인 전산 관리,245,7100,dart
919,한창제지,009460,2943,제조·모빌리티,극소수,,"제지 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 양산 기반 제조업의 최소 인원 전산 조직,250,5869,dart
920,바이오니아,064550,2940,바이오·헬스,,수시,"분자진단 IT 인프라, 전산 보안, ERP",채용 규모/특징: 수시 채용. 대전 기반 바이오 테크 전산 및 네트워크 관리,392,4830,dart
921,경동인베스트,012320,2937,기타,소규모,,그룹 IT 전략 및 자원 개발 전산 기획,"채용 규모/특징: 소수. 지주사 성격, 계열사 전산 거버넌스 관리",15,8248,dart
922,우리손에프앤지,073560,2927,기타,극소수,,"축산 유통 전산, 일반 전산 유지보수",채용 규모/특징: 극소수. 이지홀딩스 계열 실무 전산 유지관리 업무,134,5245,dart
923,한진칼,180640,2922,기타,극소수,,그룹 IT 전략 수립 및 보안 감사,"채용 규모/특징: 극소수 (지주사). 한진그룹 지주사, 실제 IT는 대한항공/한진 주도",25,13232,dart
924,에스코넥,096630,2919,제조·모빌리티,극소수,,"휴대폰 부품 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 제조업 기반의 보수적인 전산 유지보수,68,7963,dart
925,아이센스,099190,2911,기타,중간,혼합,"의료기기 제조 IT, ERP 유지보수, 전산 보안",채용 규모/특징: 수시 채용. 혈당측정기 기반 글로벌 전산망 관리 핵심,904,5212,dart
926,모토닉,009680,2906,제조·모빌리티,극소수,,"자동차 부품 제조 IT, 일반 전산 지원","채용 규모/특징: 극소수. 대구 기반 부품사, 고연봉 및 매우 높은 안정성",274,6655,dart
927,페이퍼코리아,001020,2902,제조·모빌리티,극소수,,"제지 제조 IT, ERP 유지보수, 보안",채용 규모/특징: 극소수. 군산 기반 제조업의 전형적인 전산 직무,162,8117,dart
928,남선알미늄,008350,2895,기타,극소수,,"알루미늄 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. SM그룹 계열 대구 기반 전산 유지보수,534,6282,dart
929,에이테크솔루션,071670,2895,제조·모빌리티,소규모,,"금형 제조 IT, 스마트 팩토리 지원","채용 규모/특징: 소수. 삼성전자 협력사, 정교한 제조 전산 인프라",366,4671,dart
